Date,EWA,EWZ,EWC,FXI,EWQ,EWG,EWH,EWI,EWJ,EWY,EWN,EWS,EZA,EWP,EWD,EWL,EWT,EWU,IVV
2005-01-03,16.469999313354492,21.649999618530273,17.010000228881836,18.373332977294922,23.860000610351562,18.489999771118164,11.979999542236328,50.720001220703125,43.15999984741211,28.700000762939453,18.389999389648438,14.100000381469727,39.5,35.099998474121094,21.0,17.1200008392334,23.739999771118164,35.84000015258789,120.02999877929688
2005-01-04,16.1200008392334,20.600000381469727,16.56999969482422,17.860000610351562,23.399999618530273,18.100000381469727,11.680000305175781,49.7599983215332,42.279998779296875,28.049999237060547,18.100000381469727,13.760000228881836,38.525001525878906,34.45000076293945,20.600000381469727,16.6299991607666,23.020000457763672,35.099998474121094,118.55999755859375
2005-01-05,16.200000762939453,20.530000686645508,16.399999618530273,17.44333267211914,23.309999465942383,18.09000015258789,11.420000076293945,50.0,42.31999969482422,28.100000381469727,18.049999237060547,14.020000457763672,37.275001525878906,34.2400016784668,20.530000686645508,16.639999389648438,22.940000534057617,35.2599983215332,118.29000091552734
2005-01-06,16.1299991607666,20.139999389648438,16.25,17.366666793823242,23.31999969482422,18.079999923706055,11.5,49.70000076293945,42.20000076293945,27.75,17.969999313354492,14.119999885559082,36.29499816894531,34.08000183105469,20.5,16.600000381469727,22.899999618530273,35.18000030517578,118.44999694824219
2005-01-07,16.149999618530273,20.350000381469727,16.149999618530273,17.266666412353516,23.25,18.0,11.369999885559082,49.380001068115234,42.15999984741211,27.65999984741211,17.860000610351562,14.199999809265137,36.54999923706055,33.619998931884766,20.280000686645508,16.350000381469727,22.799999237060547,35.15999984741211,118.33000183105469
2005-01-10,16.31999969482422,20.350000381469727,16.34000015258789,17.39666748046875,23.25,18.0,11.40999984741211,49.599998474121094,42.31999969482422,27.809999465942383,17.8799991607666,14.199999809265137,36.875,33.75,20.420000076293945,16.450000762939453,22.6200008392334,35.279998779296875,118.54000091552734
2005-01-11,16.280000686645508,20.200000762939453,16.440000534057617,17.316667556762695,23.139999389648438,17.809999465942383,11.289999961853027,48.91999816894531,42.68000030517578,28.25,17.84000015258789,14.319999694824219,36.849998474121094,33.709999084472656,20.440000534057617,16.399999618530273,22.799999237060547,34.79999923706055,118.16000366210938
2005-01-12,16.3799991607666,20.059999465942383,16.579999923706055,17.406665802001953,23.280000686645508,17.81999969482422,11.350000381469727,49.52000045776367,42.63999938964844,28.31999969482422,17.950000762939453,14.359999656677246,37.060001373291016,33.880001068115234,20.1200008392334,16.530000686645508,22.600000381469727,34.84000015258789,117.68000030517578
2005-01-13,16.360000610351562,20.6299991607666,16.559999465942383,17.440000534057617,23.239999771118164,17.75,11.4399995803833,49.7400016784668,42.79999923706055,28.600000381469727,17.90999984741211,14.380000114440918,36.5,34.08000183105469,20.020000457763672,16.399999618530273,22.5,34.68000030517578,117.69000244140625
2005-01-14,16.31999969482422,20.700000762939453,16.510000228881836,17.309999465942383,23.1200008392334,17.709999084472656,11.399999618530273,49.779998779296875,42.880001068115234,29.360000610351562,17.8700008392334,14.319999694824219,36.689998626708984,33.810001373291016,20.049999237060547,16.5,22.700000762939453,34.720001220703125,117.94000244140625
2005-01-18,16.1200008392334,20.43000030517578,16.5,17.586666107177734,23.100000381469727,17.540000915527344,11.430000305175781,49.29999923706055,42.880001068115234,30.010000228881836,17.799999237060547,14.380000114440918,35.400001525878906,33.70000076293945,20.020000457763672,16.399999618530273,22.979999542236328,34.52000045776367,118.12000274658203
2005-01-19,16.170000076293945,20.43000030517578,16.479999542236328,17.700000762939453,23.100000381469727,17.6200008392334,11.4399995803833,49.7599983215332,42.560001373291016,29.940000534057617,17.709999084472656,14.4399995803833,35.18000030517578,33.959999084472656,20.260000228881836,16.479999542236328,22.760000228881836,34.65999984741211,118.41000366210938
2005-01-20,16.1299991607666,19.799999237060547,16.260000228881836,17.586666107177734,22.780000686645508,17.450000762939453,11.25,49.2400016784668,41.720001220703125,29.799999237060547,17.520000457763672,14.359999656677246,35.13999938964844,33.36000061035156,19.809999465942383,16.360000610351562,22.6200008392334,34.52000045776367,117.4800033569336
2005-01-21,16.299999237060547,20.270000457763672,16.360000610351562,17.476667404174805,22.979999542236328,17.540000915527344,11.199999809265137,49.560001373291016,42.0,29.950000762939453,17.790000915527344,14.359999656677246,35.72999954223633,33.38999938964844,19.790000915527344,16.43000030517578,22.600000381469727,34.58000183105469,116.87000274658203
2005-01-24,16.299999237060547,20.790000915527344,16.389999389648438,17.34666633605957,22.950000762939453,17.5,11.15999984741211,49.560001373291016,42.31999969482422,30.299999237060547,17.8700008392334,14.380000114440918,36.505001068115234,33.369998931884766,19.649999618530273,16.479999542236328,22.299999237060547,34.720001220703125,116.52999877929688
2005-01-25,16.420000076293945,20.93000030517578,16.260000228881836,17.59666633605957,23.1299991607666,17.600000381469727,11.359999656677246,49.5,42.040000915527344,30.200000762939453,17.850000381469727,14.020000457763672,36.04999923706055,33.41999816894531,19.700000762939453,16.40999984741211,22.260000228881836,34.79999923706055,116.87999725341797
2005-01-26,16.6299991607666,21.079999923706055,16.450000762939453,17.77666664123535,23.299999237060547,17.690000534057617,11.449999809265137,49.84000015258789,42.63999938964844,30.6200008392334,18.079999923706055,14.520000457763672,36.525001525878906,33.849998474121094,19.790000915527344,16.469999313354492,22.459999084472656,35.119998931884766,117.16000366210938
2005-01-27,16.829999923706055,20.809999465942383,16.350000381469727,17.80666732788086,23.18000030517578,17.549999237060547,11.40999984741211,49.5,42.279998779296875,30.40999984741211,18.100000381469727,14.399999618530273,36.32500076293945,33.970001220703125,19.920000076293945,16.40999984741211,22.799999237060547,35.15999984741211,117.1500015258789
2005-01-28,16.68000030517578,20.760000228881836,16.350000381469727,17.733333587646484,23.149999618530273,17.5,11.390000343322754,49.400001525878906,42.08000183105469,30.350000381469727,18.040000915527344,14.420000076293945,36.900001525878906,34.150001525878906,19.6299991607666,16.40999984741211,22.68000030517578,35.20000076293945,116.76000213623047
2005-01-31,16.790000915527344,21.260000228881836,16.299999237060547,17.956666946411133,23.399999618530273,17.719999313354492,11.510000228881836,49.959999084472656,42.31999969482422,30.75,18.299999237060547,14.5,37.18000030517578,34.459999084472656,19.8700008392334,16.420000076293945,23.31999969482422,35.29999923706055,117.86000061035156
2005-02-01,16.790000915527344,21.40999984741211,16.450000762939453,17.83333396911621,23.510000228881836,17.780000686645508,11.420000076293945,50.13999938964844,42.20000076293945,30.649999618530273,18.420000076293945,14.5,36.79499816894531,34.68000030517578,19.979999542236328,16.440000534057617,23.459999084472656,35.439998626708984,118.20999908447266
2005-02-02,17.030000686645508,21.510000228881836,16.579999923706055,17.860000610351562,23.65999984741211,17.950000762939453,11.420000076293945,50.540000915527344,42.47999954223633,30.549999237060547,18.610000610351562,14.579999923706055,36.625,34.93000030517578,20.15999984741211,16.399999618530273,23.760000228881836,35.7400016784668,119.05000305175781
2005-02-03,16.899999618530273,21.790000915527344,16.5,17.799999237060547,23.43000030517578,17.780000686645508,11.380000114440918,50.0,41.880001068115234,30.719999313354492,18.420000076293945,14.4399995803833,36.05500030517578,34.599998474121094,19.950000762939453,16.399999618530273,23.600000381469727,35.619998931884766,118.80000305175781
2005-02-04,17.049999237060547,22.309999465942383,16.530000686645508,18.0,23.440000534057617,17.899999618530273,11.420000076293945,50.279998779296875,42.08000183105469,30.899999618530273,18.479999542236328,14.520000457763672,36.20000076293945,34.95000076293945,20.020000457763672,16.450000762939453,23.6200008392334,35.880001068115234,119.13999938964844
2005-02-07,17.06999969482422,22.600000381469727,16.56999969482422,18.350000381469727,23.420000076293945,17.8700008392334,11.579999923706055,49.900001525878906,41.91999816894531,31.0,18.450000762939453,14.4399995803833,35.79999923706055,34.709999084472656,20.010000228881836,16.280000686645508,23.959999084472656,35.779998779296875,120.19999694824219
2005-02-08,16.940000534057617,22.81999969482422,16.510000228881836,18.516666412353516,23.350000381469727,17.81999969482422,11.600000381469727,50.099998474121094,41.68000030517578,31.6299991607666,18.450000762939453,14.619999885559082,35.525001525878906,34.779998779296875,19.950000762939453,16.299999237060547,24.040000915527344,35.7599983215332,120.2300033569336
2005-02-09,16.90999984741211,22.799999237060547,16.579999923706055,18.393333435058594,23.3799991607666,17.860000610351562,11.619999885559082,50.060001373291016,41.68000030517578,31.549999237060547,18.3700008392334,14.619999885559082,35.775001525878906,34.65999984741211,20.170000076293945,16.34000015258789,24.139999389648438,35.84000015258789,119.38999938964844
2005-02-10,17.219999313354492,22.75,16.75,18.440000534057617,23.5,17.90999984741211,11.600000381469727,50.540000915527344,41.84000015258789,31.059999465942383,18.43000030517578,14.579999923706055,36.23500061035156,35.0,19.940000534057617,16.540000915527344,24.100000381469727,36.13999938964844,119.43000030517578
2005-02-11,17.360000610351562,22.850000381469727,17.0,18.53333282470703,23.670000076293945,17.979999542236328,11.649999618530273,50.68000030517578,42.119998931884766,31.260000228881836,18.600000381469727,14.65999984741211,36.92499923706055,35.2599983215332,20.040000915527344,16.59000015258789,24.0,36.18000030517578,119.63999938964844
2005-02-14,17.440000534057617,23.399999618530273,17.149999618530273,18.709999084472656,23.899999618530273,18.219999313354492,11.720000267028809,51.20000076293945,42.599998474121094,32.060001373291016,18.81999969482422,14.920000076293945,37.5,35.709999084472656,20.280000686645508,16.729999542236328,24.200000762939453,36.70000076293945,120.68000030517578
2005-02-15,17.299999237060547,23.5,17.219999313354492,18.623332977294922,24.059999465942383,18.31999969482422,11.739999771118164,51.459999084472656,42.720001220703125,32.11000061035156,18.850000381469727,14.899999618530273,37.400001525878906,35.95000076293945,20.530000686645508,16.860000610351562,24.34000015258789,36.81999969482422,120.87999725341797
2005-02-16,17.229999542236328,23.299999237060547,17.100000381469727,18.536666870117188,24.0,18.149999618530273,11.649999618530273,50.939998626708984,42.119998931884766,32.20000076293945,18.899999618530273,14.800000190734863,37.8849983215332,35.75,20.360000610351562,16.850000381469727,24.299999237060547,36.7400016784668,120.91999816894531
2005-02-17,17.440000534057617,23.829999923706055,17.260000228881836,18.433332443237305,24.100000381469727,18.260000228881836,11.550000190734863,51.279998779296875,42.0,32.130001068115234,19.15999984741211,14.84000015258789,38.32500076293945,36.0,20.450000762939453,16.899999618530273,23.719999313354492,37.02000045776367,120.36000061035156
2005-02-18,17.5,23.790000915527344,17.34000015258789,18.59000015258789,24.239999771118164,18.299999237060547,11.720000267028809,50.97999954223633,42.31999969482422,32.70000076293945,19.209999084472656,14.920000076293945,38.625,35.83000183105469,20.209999084472656,17.020000457763672,23.959999084472656,36.97999954223633,120.08999633789062
2005-02-22,17.530000686645508,23.799999237060547,17.450000762939453,18.649999618530273,24.299999237060547,18.239999771118164,11.670000076293945,50.400001525878906,42.31999969482422,32.75,19.309999465942383,14.800000190734863,39.650001525878906,35.27000045776367,20.3799991607666,17.100000381469727,23.760000228881836,36.91999816894531,118.73999786376953
2005-02-23,17.350000381469727,24.219999313354492,17.299999237060547,18.626667022705078,24.139999389648438,18.200000762939453,11.680000305175781,50.36000061035156,42.0,32.709999084472656,19.229999542236328,14.779999732971191,39.845001220703125,35.290000915527344,20.520000457763672,17.059999465942383,23.8799991607666,36.7400016784668,118.83000183105469
2005-02-24,17.1200008392334,24.90999984741211,17.110000610351562,18.726667404174805,24.219999313354492,18.200000762939453,11.770000457763672,50.70000076293945,42.040000915527344,33.15999984741211,19.229999542236328,14.819999694824219,39.70000076293945,35.400001525878906,20.68000030517578,17.149999618530273,24.1200008392334,36.81999969482422,119.18000030517578
2005-02-25,17.350000381469727,25.09000015258789,17.360000610351562,19.03333282470703,24.420000076293945,18.34000015258789,11.930000305175781,50.84000015258789,42.52000045776367,33.599998474121094,19.350000381469727,14.640000343322754,40.10499954223633,35.61000061035156,20.860000610351562,17.219999313354492,24.600000381469727,37.02000045776367,120.3499984741211
2005-02-28,17.6299991607666,24.93000030517578,17.5,19.229999542236328,24.579999923706055,18.40999984741211,11.869999885559082,51.5,43.040000915527344,34.209999084472656,19.399999618530273,14.600000381469727,40.275001525878906,35.560001373291016,21.0,17.450000762939453,24.739999771118164,37.0,120.26000213623047
2005-03-01,17.639999389648438,24.299999237060547,17.399999618530273,19.149999618530273,24.6299991607666,18.5,11.890000343322754,51.279998779296875,43.400001525878906,34.36000061035156,19.479999542236328,14.640000343322754,40.32500076293945,35.790000915527344,21.0,17.479999542236328,25.139999389648438,37.220001220703125,121.02999877929688
2005-03-02,17.549999237060547,24.06999969482422,17.399999618530273,18.770000457763672,24.440000534057617,18.34000015258789,11.680000305175781,50.7599983215332,43.119998931884766,33.83000183105469,19.350000381469727,14.739999771118164,39.599998474121094,35.38999938964844,20.860000610351562,17.3700008392334,24.81999969482422,36.939998626708984,120.80999755859375
2005-03-03,17.649999618530273,24.530000686645508,17.6200008392334,18.899999618530273,24.479999542236328,18.329999923706055,11.699999809265137,50.720001220703125,43.0,34.11000061035156,19.399999618530273,14.800000190734863,39.25,35.31999969482422,21.059999465942383,17.34000015258789,24.6200008392334,37.119998931884766,120.9000015258789
2005-03-04,17.899999618530273,25.209999084472656,17.850000381469727,18.700000762939453,24.809999465942383,18.649999618530273,11.699999809265137,51.65999984741211,43.63999938964844,34.04999923706055,19.649999618530273,14.819999694824219,39.95000076293945,35.79999923706055,21.25,17.3700008392334,24.540000915527344,37.560001373291016,121.9800033569336
2005-03-07,18.06999969482422,25.389999389648438,17.950000762939453,18.796667098999023,24.940000534057617,18.639999389648438,11.680000305175781,51.7400016784668,43.599998474121094,34.11000061035156,19.84000015258789,14.960000038146973,40.17499923706055,36.040000915527344,21.40999984741211,17.440000534057617,24.65999984741211,37.31999969482422,122.73999786376953
2005-03-08,18.170000076293945,24.860000610351562,18.149999618530273,18.983333587646484,25.059999465942383,18.739999771118164,11.720000267028809,51.91999816894531,43.599998474121094,33.75,19.739999771118164,14.979999542236328,40.935001373291016,36.25,21.40999984741211,17.59000015258789,24.5,37.5,122.30000305175781
2005-03-09,18.030000686645508,24.299999237060547,18.18000030517578,18.91666603088379,25.020000457763672,18.700000762939453,11.729999542236328,51.900001525878906,43.79999923706055,33.599998474121094,19.709999084472656,15.119999885559082,41.10499954223633,36.119998931884766,21.420000076293945,17.530000686645508,24.479999542236328,37.34000015258789,121.16000366210938
2005-03-10,17.850000381469727,23.700000762939453,17.90999984741211,18.75,25.0,18.600000381469727,11.680000305175781,51.65999984741211,43.84000015258789,33.349998474121094,19.510000228881836,15.0600004196167,40.459999084472656,35.720001220703125,21.290000915527344,17.549999237060547,24.260000228881836,37.15999984741211,120.6500015258789
2005-03-11,17.8700008392334,23.649999618530273,17.950000762939453,18.843334197998047,25.059999465942383,18.670000076293945,11.699999809265137,51.7400016784668,44.119998931884766,34.040000915527344,19.579999923706055,14.960000038146973,40.189998626708984,35.83000183105469,21.5,17.6299991607666,24.200000762939453,37.2400016784668,120.37000274658203
2005-03-14,17.899999618530273,22.899999618530273,17.899999618530273,18.860000610351562,24.860000610351562,18.6299991607666,11.720000267028809,51.41999816894531,43.52000045776367,34.15999984741211,19.479999542236328,14.920000076293945,39.54999923706055,35.599998474121094,21.25,17.530000686645508,24.0,36.939998626708984,120.5
2005-03-15,17.899999618530273,22.75,18.010000228881836,18.549999237060547,24.8799991607666,18.579999923706055,11.529999732971191,51.65999984741211,43.439998626708984,32.83000183105469,19.440000534057617,14.84000015258789,38.21500015258789,35.5,21.299999237060547,17.549999237060547,23.399999618530273,37.18000030517578,120.27999877929688
2005-03-16,17.979999542236328,22.610000610351562,17.920000076293945,18.566667556762695,24.760000228881836,18.3799991607666,11.5,51.5,43.400001525878906,32.5,19.3700008392334,14.899999618530273,38.08000183105469,35.290000915527344,21.040000915527344,17.56999969482422,23.420000076293945,37.0,119.08000183105469
2005-03-17,17.969999313354492,22.799999237060547,17.940000534057617,18.690000534057617,24.719999313354492,18.3799991607666,11.630000114440918,51.220001220703125,43.20000076293945,32.45000076293945,19.260000228881836,14.899999618530273,37.849998474121094,35.25,21.010000228881836,17.450000762939453,23.34000015258789,37.0,119.13999938964844
2005-03-18,18.049999237060547,23.299999237060547,18.06999969482422,18.816667556762695,24.700000762939453,18.329999923706055,11.680000305175781,51.400001525878906,43.52000045776367,32.709999084472656,19.260000228881836,14.960000038146973,38.46500015258789,35.08000183105469,20.829999923706055,17.25,23.520000457763672,36.900001525878906,118.7699966430664
