Date,EWA,EWZ,EWC,FXI,EWQ,EWG,EWH,EWI,EWJ,EWY,EWN,EWS,EZA,EWP,EWD,EWL,EWT,EWU,IVV
2005-01-03,16.469999313354492,21.65999984741211,17.1200008392334,18.383333206176758,23.940000534057617,18.549999237060547,12.0,50.91999816894531,43.15999984741211,28.850000381469727,18.440000534057617,14.140000343322754,40.150001525878906,35.119998931884766,21.149999618530273,17.190000534057617,23.739999771118164,35.959999084472656,120.45999908447266
2005-01-04,16.18000030517578,20.729999542236328,16.6200008392334,17.876667022705078,23.399999618530273,18.18000030517578,11.710000038146973,49.7599983215332,42.439998626708984,28.059999465942383,18.170000076293945,13.899999618530273,38.654998779296875,34.45000076293945,20.6200008392334,16.649999618530273,23.200000762939453,35.29999923706055,119.01000213623047
2005-01-05,16.239999771118164,20.549999237060547,16.399999618530273,17.469999313354492,23.43000030517578,18.190000534057617,11.449999809265137,50.02000045776367,42.400001525878906,28.25,18.049999237060547,14.15999984741211,37.60499954223633,34.2599983215332,20.610000610351562,16.649999618530273,23.100000381469727,35.31999969482422,118.29000091552734
2005-01-06,16.270000457763672,20.3700008392334,16.309999465942383,17.489999771118164,23.3700008392334,18.200000762939453,11.5600004196167,49.97999954223633,42.400001525878906,27.780000686645508,18.100000381469727,14.420000076293945,36.5,34.41999816894531,20.649999618530273,16.670000076293945,23.079999923706055,35.29999923706055,118.7699966430664
2005-01-07,16.25,20.649999618530273,16.270000457763672,17.33333396911621,23.299999237060547,18.079999923706055,11.4399995803833,49.459999084472656,42.15999984741211,27.700000762939453,17.899999618530273,14.220000267028809,36.69499969482422,33.68000030517578,20.399999618530273,16.350000381469727,22.899999618530273,35.34000015258789,118.55000305175781
2005-01-10,16.329999923706055,20.540000915527344,16.3700008392334,17.47333335876465,23.350000381469727,18.020000457763672,11.529999732971191,49.779998779296875,42.47999954223633,27.90999984741211,17.8799991607666,14.399999618530273,37.349998474121094,33.91999816894531,20.579999923706055,16.459999084472656,22.899999618530273,35.36000061035156,119.1500015258789
2005-01-11,16.350000381469727,20.3700008392334,16.549999237060547,17.33333396911621,23.170000076293945,17.8700008392334,11.399999618530273,48.97999954223633,43.08000183105469,28.440000534057617,17.989999771118164,14.4399995803833,37.17499923706055,33.7400016784668,20.469999313354492,16.399999618530273,22.899999618530273,34.880001068115234,118.33999633789062
2005-01-12,16.6299991607666,20.600000381469727,16.75,17.549999237060547,23.34000015258789,17.959999084472656,11.510000228881836,49.97999954223633,43.31999969482422,28.579999923706055,18.049999237060547,14.479999542236328,37.415000915527344,34.16999816894531,20.270000457763672,16.6200008392334,23.0,35.119998931884766,118.80000305175781
2005-01-13,16.360000610351562,20.84000015258789,16.739999771118164,17.450000762939453,23.239999771118164,17.75,11.489999771118164,50.0,42.959999084472656,28.850000381469727,17.950000762939453,14.380000114440918,36.505001068115234,34.150001525878906,20.059999465942383,16.450000762939453,22.600000381469727,34.7599983215332,117.81999969482422
2005-01-14,16.489999771118164,21.1200008392334,16.600000381469727,17.399999618530273,23.280000686645508,17.790000915527344,11.460000038146973,50.13999938964844,43.400001525878906,29.850000381469727,17.950000762939453,14.5,36.70500183105469,33.97999954223633,20.270000457763672,16.639999389648438,22.899999618530273,34.84000015258789,118.47000122070312
